comment_text,sentiment,emotion
Risky purchase decision choosing this LG TV build quality konjam improve panna nalla irukum seriously impressed,Negative,fear
"impressive performance of the m5, dude i can't wait to buy a future mac mini m5 pro",Positive,joy
samsung galaxy a 36 vs samsung galaxy s 24 fe which is choosing worth,Positive,joy
Sound quality of this HP mobile is not good battery backup romba nalla iruku design super ah iruku,Negative,sad
This Dell TV performance is terrible konjam disappointed,Negative,anger
design than nalla irukru mathapadi ithu dummy phone kodukura kasuku worth illa,Positive,joy
"i have m2 air. and it works really well, my only issue is that it only supports 1 screen! romba happy with this",Negative,anger
I am worried about long term performance of this OnePlus TV seriously impressed totally worth the price build quality konjam improve panna nalla irukum,Negative,fear
Scared about overheating problem in this Lenovo mobile konjam disappointed,Negative,fear
Risky purchase decision choosing this LG TV build quality konjam improve panna nalla irukum long term use la problem varuma nu bayam,Negative,fear
Scared about overheating problem in this HP laptop long term use la problem varuma nu bayam design super ah iruku,Negative,fear
This Redmi TV exceeded my expectations,Positive,joy
This Samsung laptop did not meet my expectations,Negative,sad
Very poor build quality from Redmi laptop long term use la problem varuma nu bayam,Negative,anger
Scared about overheating problem in this OnePlus TV konjam disappointed camera performance sema build quality konjam improve panna nalla irukum,Negative,fear
very very nice phone 📱❤,Positive,joy
Heating issue in this Redmi mobile makes me angry,Negative,anger
"i just sold my m4 mac mini as i found the os boring as fuck! it did have some great features but i ended up having to use no end of external programs just to do simple shit windows has been doing sinse the dark ages, for instance saving the size of windows after reboot!",Positive,joy
I am worried about long term performance of this Dell mobile,Negative,fear
Concerned about durability of this Samsung laptop not satisfied with this device romba happy with this,Negative,fear
Expected more from this OnePlus laptop but disappointed design super ah iruku,Negative,sad
Sound quality of this OnePlus mobile is not good,Negative,sad
Risky purchase decision choosing this Dell TV not satisfied with this device,Negative,fear
im waiting october month mobiles🤩🤩nammakaana offers appu varum guys money save pannunga nalla mobile oct month vangalam namma yelarum dont waste present money design super ah iruku seriously impressed,Negative,sad
i still use the last intel based 13inch macbook pro :) it does start to get slow in certain scenarios and the battery life isn't that good anymore (expected after 5 years of use). i'll wait and see for the next macbook pro's witch are rumored to be oled's. the only thing that doesn't excite me about the oled's will be the price haha romba happy with this design super ah iruku,Neutral,joy
I feel sad about the camera performance of this Lenovo TV,Negative,sad
I am worried about long term performance of this Lenovo mobile seriously impressed,Negative,fear
Not sure if this LG laptop will last long long term use la problem varuma nu bayam,Negative,fear
Highly satisfied and love using this Lenovo laptop long term use la problem varuma nu bayam,Positive,love
Risky purchase decision choosing this Dell TV not satisfied with this device battery backup romba nalla iruku not satisfied with this device,Negative,fear
Not sure if this Apple mobile will last long long term use la problem varuma nu bayam design super ah iruku,Negative,fear
i have a 24gb mba and it's amazing.,Positive,joy
Expected more from this Dell TV but disappointed seriously impressed camera performance sema,Negative,sad
Display clarity of this Apple TV is fantastic,Positive,joy
Love the premium feel of this Sony TV seriously impressed,Positive,love
great review. i don't agree with cellular part as a con because its specific to few countries while most don't offer.,Positive,joy
Concerned about durability of this Apple laptop konjam disappointed build quality konjam improve panna nalla irukum,Negative,fear
Scared about overheating problem in this Dell laptop,Negative,fear
Risky purchase decision choosing this Samsung TV,Negative,fear
Concerned about durability of this OnePlus TV romba happy with this long term use la problem varuma nu bayam,Negative,fear
Build quality feels cheap in this LG laptop seriously impressed,Negative,sad
Highly satisfied and love using this Apple TV,Positive,love
Totally in love with this Redmi TV display long term use la problem varuma nu bayam,Positive,love
Highly satisfied and love using this HP mobile,Positive,love
"the difference between the mid spec mba 512 and the macbook pro m5 entry is about $400 for that you get a much better screen better battery, faster usb ports, improved memory and better sound. if people are keeping their computers for 3+ years or more why would you go to the macbook air it makes absolutely no sense. if you amortize 400 dollars over even three years it’s literally 11 dollars a month, plus your resale value will be a little better. get the air if you fly all the time and use your computer on the aircraft. but otherwise i think the argument should be why the mba. fwiw i have the m1 mba and it’s great ! i have been playing the mba mid tier and m5, i do need a tax rights this year",Positive,joy
Totally in love with this OnePlus mobile display konjam disappointed romba happy with this,Positive,love
This Lenovo laptop is my favorite device now seriously impressed camera performance sema,Positive,love
Concerned about durability of this Samsung laptop long term use la problem varuma nu bayam,Negative,fear
Concerned about durability of this HP TV,Negative,fear
i'm sad that they removed the curves.. i really like the curves:(,Neutral,sad
hi everyone please don't buy samsung mobile because i bought samsung a55 5g 8 months before now black screen issues have 🫥🫥,Negative,anger
Not sure if this LG laptop will last long long term use la problem varuma nu bayam konjam disappointed,Negative,fear
I am worried about long term performance of this Dell TV build quality konjam improve panna nalla irukum,Negative,fear
Battery drains fast in this Lenovo mobile waste of money,Negative,anger
I am worried about long term performance of this Redmi laptop build quality konjam improve panna nalla irukum,Negative,fear
Sound quality of this Dell mobile is not good battery backup romba nalla iruku design super ah iruku design super ah iruku,Negative,sad
I am worried about long term performance of this Samsung mobile,Negative,fear
